position_idx,position,match_title
1220,Established Team Player,Player
1221,Event Meeting Manager,Event Manager
1225,Software Developer at Gravie,Software Developer
1227,"Information System Auditor, Future CISA & CISSP",Auditor
1228,Program Assistant at Colorado State University,Program Assistant
1233,"Manager, Operations Planning Processes & Systems at QVC",Gas Operations Manager
1234,IT / Network Administrator at Seacor Island Lines LLC,Administrator
1236,Administrative Assistant at CompSource Mutual Insurance Company,Insurance Assistant
1237,Project Architect at SB Architects,Project Architect
1238,Google Cloud | Senior Cloud Solutions Architect | App Modernization | Multi-Cloud | Virtual Cloud Network,Network Architect
1239,Cardiology Technologist,Technologist
1242,RN,Registered Nurse Clinical Information Systems Coordinator (RN Clinical Information Systems Coordinator)
1243,Social Worker,Psychiatric Social Worker Supervisor
1245,Regional Sales Manager at Lakewood Organic Juices,Regional Manager
1246,President and CEO at James Graham Brown Foundation,President
1248,Content developer | Detail Oriented | Inclusive Leader,C Developer
1249,Director of Finance and Operations,Finance Director
1251,Landscape designer,"Architects, Except Landscape and Naval - Green Building Materials Designer"
1255,"Sr. Vice President / Market Leader of Oregon and SW Washington at U.S. Bancorp Investments, Inc.",President
1256,Senior Product Development Scientist at Frick's Quality Meats,Product Development Scientist
1258,Vice President at JPMorgan Chase & Co.,President
1261,Director of Operations Boston University,Director
1263,Licensed real estate agent | Dedman College of Humanities and Sciences | Markets and Culture Major | Minor in Business | Student at Southern Methodist University,Licensed Real Estate Agent
1266,"Director of Finance & Administration, Facilities Management Department, University of Colorado Denver/Anschutz",Facilities Director
1267,Front Office Manager at Gaylord Rockies Resort & Convention Center,Resort Manager
1269,Network Support Specialist at Baptist Hospitals of Southeast Texas,Network Support Specialist
1271,Healthcare Support,Healthcare Social Workers - Family Support Specialist
1276,Medical Director at CareFirst Medical Group,Medical Director
1277,Physical Therapist at Monroe County School District,School Therapist
1279,Psychiatric Nurse Practitioner,Adult Psychiatric Mental Health Nurse Practitioner
1281,Independent Distributor at Young Living Essential Oils,Independent Distributor
1285,Solution Adoption Project Manager at Waystar,Project Manager (PM)
1286,Guidance Counselor at Easton Public Schools,Guidance Counselor
1287,Managing Director at RSR Partners,Director
1289,Software Development Engineer at Amazon Web Services (AWS),Software Development Engineer
1291,Software Architect,Software Developers - Application Systems Architect
1293,"Owner/Director of Acquisitions at Marine Trader Investments, LLC",Director
1296,Training Consultant,Training and Development Managers - Learning and Development Consultant
1300,"Web Design, Marketing, Front-End Developer, Wordpress Specialist, WpEngine Partner, ADA Developer",WordPress Developer
1301,Naturopathic Physician at Ripple Wellness,Naturopathic Physician
1302,Content Creative & Marketing Strategist,Web Marketing Strategist
1304,National Sales Leader | Insurtech Enthusiast | Team Builder | Podcast Guest,Team Leader
1307,Technical Operations Supervisor at Big 5 Sporting Goods,Supervisor
1309,Associate Professor,"Business Teachers, Postsecondary - Associate Professor"
1311,Pediatric Nurse Practitioner,Pediatric Nurse
1312,"Manager at Federal Reserve Board, Graduate Student at Georgia Institute of Technology",Technology Manager
1313,Experienced Accounting and Finance Consultant,Accounting Consultant
1315,Founder | Business & Marketing Strategist | Building Impactful Experiences | Changing Lives,Web Marketing Strategist
1316,Software Engineer at NASA,Software Engineer
1318,Dean of Student Life at Shalhevet School,Student Life Dean
1321,Product Manager | Digital Products and Connectivity Expansion,Digital Product Manager
1323,Sales Department Supervisor at The Home Depot,Supervisor
1326,Childcare Provider at Little Pumpkins Childcare,Childcare Provider
1328,Sales Manager at Middle East Market,Sales Manager
1330,Engineering Technician at Mack Hil's Metal Fabrication,Fabrication Technician
1335,"Administrator / Controller at Calhoun County, MI",Administrator
1337,Aerospace Structural Engineer,Aerospace Engineer
1338,Pharm.D.,Pharm D (Pharmacy Doctor)
1342,"Writer, photographer, and podcaster with a background in high-end film / tv production",Film Writer
1345,Health Coach & Chef: Tara L Hogrefe Nutrition & Wellness,Health Coach
1348,Financial manager & analyst,Financial Manager
1351,Electrical Engineer at Merrick & Company,Electrical Engineer
1352,Pediatrician,Developmental Pediatrician
1353,Commercial Real Estate,Appraisers and Assessors of Real Estate - Commercial Appraiser
1354,Accounting Manager/Commercial Sales Assistant at Paver Connection,Sales Manager
1355,Clinical Research Associate,Clinical Research Associate
1356,QPM Dealer Web Services/DF Development Analyst at Ford Motor Credit Company,Dealer Analyst
1357,U.S. History Teacher/Coach at Mecklenburg Area Catholic Schools,Coach
1359,Police Officer for Prince William County Police Department,Police Officer
1360,Compensation Analyst at McKinstry,Compensation Analyst
1363,Director of Restaurants- Wreckers @ Gaylord Palms,Director
1368,Orthodontist,Board Certified Orthodontist
1369,Writer at Hedgehog Press,Press Writer
1370,Program Director of Respiratory Care at Ursuline College,Director
1372,Experienced Industrial Engineer,Industrial Engineer
1373,Assistant Branch Manager II at Mission Federal Credit Union,Credit Manager
1374,Umbrella Underwriting Consulting Director at CNA Insurance,Director
1375,Social Content & Marketing Coordinator,Content Coordinator
1377,Software Developer at Anton Paar,Software Developer
1379,Business Executive,Chief Executives - Business Development Executive
1382,Medical front office and Medical Insurance and Coding Specialist,Medical Coding Specialist
1383,Customer Solutions Engineer at Panasonic Avionics,Customer Engineer
1384,Auburn Middle School Athletic Director. Social Studies Teacher at Edward Little High School. Head Golf Coach Central Maine Community College.,School Director
1388,Managing Director/ Financial Advisor at Northwestern Mutual,Financial Director
1392,Professional Services Group Doctoral Student Therapist,Group Therapist
1394,Customer Service Representative at Shred-it,Customer Service Representative
1395,Relationship Manager,Artist Relationship Manager
1397,Real Estate Manager at ZILLO ESTATES CONTRACTORS AND INTERIOR DECORATORS PRIVATE LIMITED,Real Estate Manager
1400,Project Manager,Facilities Project Manager
1402,Artist,Artist Relationship Manager
1403,Optician at Thoma & Sutton Eyecare,Optician
1404,"Executive Director at IHS, The Institute for Human Services, Inc.",Executive Director
1405,Senior Risk Control Consultant at Gallagher,Risk Control Consultant
1409,Creative Training Specialist and Development Manager,Training and Development Manager
1411,Assistant Engineering Manager Data Center,Data Engineering Manager
1412,Non-Profit,Non Profit Director
1413,Archivist at World Figure Skating Museum & Hall of Fame,Archivist
1416,Staff Development Trainer and Supervisor / Global Sustainability and Environmental Compliance,Supervisor
1419,--Accountant - Student at Golden Gate University,Accountant
1423,Professor at Olivet Nazarene University,University Professor
1427,"Clinical Director, Jade Clinic of Acupincture and Preventive Medicine, Inc.",Clinic Director
1432,Help Desk Technician at TOWN OF BROOKLINE,Help Desk Technician
1435,Digital Artist and Animator,Animator
1436,Shop Foreman at Herb Chambers BMW Boston,Foreman
1437,Assistant Vice President - Real Estate,President
1438,Recruiter at Balance Staffing Solutions,Recruiter
1440,Director/Editor/Writer,Director
1441,Sr. Medical Assistant,Biological Technicians - Medical Lab Assistant
1443,Assistant Professor at University of Texas at Austin,University Professor
1444,Pastor First Baptist Church of Stilwell Kansas. President: American Baptist Churches of Central Region,President
1445,Commercial Lines Underwriter at The Cincinnati Insurance Companies,Commercial Insurance Underwriter
1446,Administrative Associate,Executive Secretaries and Executive Administrative Assistants - Administrative Associate
1447,Literacy Coach at NYCDOE,Coach
1448,Gucci Lead client advisor,Client Advisor
1449,GIS Professional | Broadcaster at KCSBfm | Promoter at TBD,Broadcaster
1450,Associate staffing specialist,Staffing Associate
1453,Darlington County Treasurer,County Treasurer
1455,Heavy Equipment Operator at International Union of Operating Engineers,Heavy Equipment Operator (HEO)
1456,TCU Football Student Assistant for Player Personnel | Student at Texas Christian University,Football Player
1457,National Account Manager at AllOver Media,National Account Manager
1459,Project Coordinator,Construction Managers - Project Coordinator
1460,Retired NASA Aerospace Engineer,Aerospace Engineer
1464,Aspiring Speech Therapist at The University of Mississippi,Speech Therapist
1465,Consultant - Global Commodity Manager - Telecom Radio Components,Commodity Manager
1466,Business Development Coordinator at FGI Finance,Business Coordinator
1469,Computer Support Technician,Computer Network Support Specialists - Computer Operations Technician
1470,Technical & Industrial Sales | Relationship Builder | Account Executive | Operations,Account Executive
1471,Counsel at Komatsu,Counsel
1475,Professional Contract Agent Mortgage Field Inspector,Contract Inspector
1478,"Assistant Chief, Environmental Enforcement Section, U.S. Department of Justice",Justice
1480,"Regional Account Manager at Alexion Pharmaceuticals, Inc.",Regional Manager
1482,Digital Press Operator and Prepress at ChristianEdwards,Digital Prepress Operator
1483,Licensed Psychologist at Dr. Lynn B. Means,Licensed Psychologist
1484,Administrative Assistant / sales at United Medical Inc.,Medical Administrative Assistant
1485,Licensed Massage Therapist,Licensed Therapist
1487,Director of UX @ soona (product -- ux -- strategy -- research),Director
1488,Support Analyst at KPMG US,Support Analyst
1490,"Retired from Nationwide-Worked as Sr. Consultant - Reinsurance Placement, Risk & Capital Management at Nationwide E&S/Specialty Insurance Company",Insurance Consultant
1492,Credit Manager at BMW FS,Credit Manager
1495,Medical Director at LifeStance Health (formerly Pacific Coast Psychiatric Associates) at LifeStance Health,Health Director
1496,Director of People,Director
1497,Hydro Electric Power Technician at Department of Water Resources RETIRED,Power Technician
1499,Admin,Laboratory Administrative Director (Lab Admin Director)
1500,Recruiter,Contract Recruiter
1503,"Vice President at Gleco Plating, Inc.",President
1506,Customer Business Manager at Wellness Pet Company,Wellness Manager
1507,Scrum Master,Cybersecurity Scrum Master
1508,Product/brand graphic designer,Graphic Designer
1509,Packaging Science Graduate | Licensed Funeral Director/Embalmer,Director
1513,Airman at United States Air Force,Airman
1514,Dean's List Scholar at the University of Southern California,University Dean
1517,Technology Support Consultant III,Technology Consultant
1518,Self-driven and motivated candidate of Second Bachelor’s in Structural Engineering with Site Director work experience and 8+ years of leadership experience,Site Director
1520,"Maintenance Electrician at National Tobacco Co., L.P.",Electrician
1522,Retired Airline Pilot at USAirways,Airline Pilot
1523,Previous Dental Assistant Intern at Cotton Creek Dental and Senior Class President at Crimson Cliffs High School,President
1524,Teacher Aide at Auburn-Washburn USD 437,Aide
1526,"Certified Public Accountant at Magnus Flaws & Company, PA",Accountant
1527,Program Manager,General and Operations Managers - Program Manager
1528,substitute teacher at Liberty Christian School,School Substitute Teacher
1529,Scentsy Independent Consultant at Scentsy,Independent Crop Consultant
1530,Tax Manager at Geffen Mesher,Tax Manager
1531,Emergency Medicine Physician Assistant,Emergency Medicine Physician Assistant (Emergency Medicine PA)
1532,"Director, Planning at HeyDude",Director
1533,"Nurse Practitioner at Dr. Michael S. Chune Urology, 17yrs, Oregon Urology Institute 3 yr.",Nurse Practitioner (NP)
1534,Server and network administrator at Scholarship America,Administrator
1536,"Licensed Medical Aesthetician & Certified Laser Technician at Novas Dohr, Coll Ob/GYN Associates",Certified Laser Technician
1537,College and Career Coach,Career Coach
1539,"Administrative assistant, creative writing specialist and graphic designer",Graphic Designer
1541,Administrative Assistant/Customer Service,Customer Service Assistant
1542,Talent Advisor at Scripps Health - Now hiring for all Imaging positions.,Advisor
1545,Front End Web Developer at First Web Marketing,C Developer
1547,Senior Media Manager at Performics,Media Manager
1550,Assistant Grocery Sales Manager at Albertsons Companies,Sales Manager
1554,Retail Professional,Retail Parts Professional
1556,Technical Solution Architect,Technical Architect
1559,Billing specialists,Medical Records Specialists - Medical Billing Coder
1560,Accountant at Thermo Fisher Scientific,Accountant
1561,Senior Manager VP - Rates eTrading Support at Citi,Support Manager
1565,Hospice Chaplain at Vitas Healthcare,Chaplain
1567,"Material planner at BMW Manufacturing Co., LLC",Material Planner
1569,Interior Designer/AutoCAD Drafter,AutoCAD Designer
1570,Software Developer,Commercial Drone Software Developer
1571,HR/Training Director,Training Director
1573,Coach | Chief of Staff | Partner | Leader,Coach
1577,Case Manager National health care,Health Care Manager
1579,"Assistant Director of Education, Institute for Clinical and Translational Science at University of Iowa",Clinical Director
1581,Environmental and Communications Specialist | Making policy accessible to the public.,Policy Specialist
1583,Customer Service Representative at Gem State Staffing,Customer Service Representative
1584,Engineer at Optimum Controls Corporation,Controls Engineer
1585,Cantorial soloist/ singer,Soloist
1586,Social Media Manager at VanParksVision,Media Manager
1588,Production Supervisor at Rizo Lopez Foods - Don Francisco,Supervisor
1590,"Reference, Circulation and Collection Assistant at NYU Bobst Library",Circulation Assistant
1591,Senior Director - Finance US at The American College of Greece,Finance Director
1592,Dance Teacher/ Hoke County High School,High School Teacher
1593,Budget Director at Community Healthlink Inc,Community Director
1595,"Human Resources/Recruiter at Ring's End, Inc.",Recruiter
1599,Team Supervisor at CVS Health,Supervisor
1600,Office Manager,General and Operations Managers - Office Manager
1601,Regional Sales Manager at HOLT CAT,Regional Manager
1603,Performance Nutritionist,Nutritionist
1604,General Manager at Choicelunch San Jose,General Manager (GM)
1605,Graphic Designer,Web Developers - Computer Graphic Designer
1606,"Programmer, planner, project manager, creating dynamic physical environments for formal and informal learning",Learning Manager
1610,Graduate Student Arizona State University(MsTech),Graduate Student
1611,Industrial Hygiene Technician,Industrial Technician
1612,Passionate Marketer | University of San Diego Business,Marketer
1613,Nurse Practitioner at SC DHEC,Nurse Practitioner (NP)
1616,Business Professional,Business Continuity Professional
1618,Executive Director at Scranton Cultural Center at Masonic Temple,Executive Director
1620,Teacher of the Deaf and Hard of Hearing (TOD); Deaf and Hard of Hearing Specialist (DHHS); Educational Consultant,Educational Consultant
1622,President at American Processing Brokerage,President
1624,Registered Nurse in the Critical Care Unit at Community Memorial Hospital,Critical Care Unit Nurse
1627,"Experienced Commercial RE Manager, Underwriter and Credit Risk Analyst",Credit Manager
1628,"Manager, Data Science & Analytics",Data Manager
1629,"Director of Finance at Blinding Edge Pictures, Inc.",Finance Director
1630,Senior Editorial Assistant at Nonprofit Association,Editorial Assistant
1631,NABM Digital Producer - Nike,Digital Producer
1633,CME Program Coordinator at National Association For Continuing Education (NACE),Education Program Coordinator
1635,"inspector/technician at Aero Instruments & Avionics, Inc.",Avionics Inspector
1638,Tier 2 Support Representative at The Get well Network,Tier
1639,Sales District Leader at PepsiCo,Sales Leader
1640,Marketing Content Associate at COSCO Shipping Development,Marketing Associate
1641,Managing Director at CohnReznick LLP,Director
1643,"Young, Driven, & Experienced Manager/Supervisor with strong exposure in both leading staff and finishing any task given.",Supervisor
1645,President at Forensic Consulting and Training,President
1647,"Preceptor, Siemens Mechatronic Systems Certification Program at Cuyahoga Community College",Preceptor
1648,Research Associate at Policy Studies Associates,Policy Associate
1650,Coordinator of Psychological Services and Mental Health at Walton County School District,School Coordinator
1652,"Dental Network Coordinator, Delta Dental Connecticut",Network Coordinator
1653,Statewide Youth Treatment & Recovery Coordinator with DPBH,Youth Coordinator
1654,Professional/ Inventory Specialist at Fort Worth ISD,Hub Inventory Specialist
1660,History and Government Teacher at Santa Rita High School,Government Teacher
1667,Quality Environment Safety and Health (QESH) Americas Director at Novozymes,Quality Director
1668,DATA ANALYST,Supply Chain Data Analyst
1671,Dance/Movement Therapist and Counselor,Dance Therapist
1672,Operations Specialist at Samsung Electronics,Web Operations Specialist
1673,Store Training Manager at Dollar General,Training Manager
1677,Administrative Assistant II at Lucile Packard Children's Hospital Stanford,Tax Administrative Assistant
1678,Group Chief Information Security Officer at Millicom (Tigo),Information Security Officer
1679,Substance Abuse Counselor at Allina Health,Substance Abuse Counselor
1681,Shift supervisor at Krispy Kreme Doughnut Factory,Supervisor
1682,Customer Care Specialist at Vital's International Group/Airbnb VRBO Co-Host for TBHN LLC,Customer Specialist
1683,"Senior Vice President/ Director, Talent Attraction & Culture @CNB",President
1685,"Social Media Manager with 6+ years of experience creating, implementing, and optimizing social media strategy for companies and brands with a collective 3M+ followers.",Media Manager
1686,President,Bank President
1687,"Foreman at Gallo Mechanical, LLC",Foreman
1688,Driving Impact | Organizational Strategy + Growth | Board + Committee Management | Fundraiser | MBA,Fundraiser
1689,Power BI developer | Python/R/SQL | Data Science & Analytics.,Python Developer
1694,Electrical Engineer at ThermalTech Engineering,Electrical Engineer
1695,Manager - Global Customer Service at KRONOS WORLDWIDE INC.,Customer Manager
1696,Information Systems Professional,Certified Information Systems Security Professional (CISSP)
1698,Claims Specialist at Travelers,Claims Specialist
1701,Investment Banking Analyst at Alvarez & Marsal,Banking Analyst
1702,Project Manager at Brayman Construction,Construction Manager
1706,Community Communications Manager at Pamper Nails & Spa,Spa Manager
1708,Systems Accountant at Social Security Administration,Accountant
1709,Chief Executive Officer at Metamorphosis Counseling & Consulting Llc,Executive Officer
1712,MBA Candidate | ISSO |RMF Analyst| Security Control Assessor| POA&Ms| Security+| CISM| Security Incident Response| Risk Assessment| Teamwork| Vulnerability Managment| Project Management| Leadership| NIST|,Project Management Analyst
1713,Production Assistant at Signature Theatre,Production Assistant
1714,Heavy Equipment Mechanic and Welder Fabricator,Heavy Equipment Mechanic
1715,Social Media Manager at Fueled Marketing,Media Manager
1720,Software Engineer Formerly at Cascade Financial,Software Engineer
1721,"Clinic Director, Physical Therapist Assistant",Clinic Director
1723,President Gardeness Inc,President
1728,CPA,Certified Public Accountant (CPA)
1729,Resident Manager at Launch Property Management,Property Manager
1732,General Manager at Culinary Dropout,General Manager (GM)
1733,"Facilitator of Successful, High Quality Projects",Facilitator
1735,E-Procurement Manager at Southern Interiors and Designs,Procurement Manager
1736,"Vice President at A Neumann & Associates, LLC",President
1737,Managing Director at Iolaus & Co LLC,Director
1738,Epidemiologist | Data Monitor Los Angeles Department of Public Health,Epidemiologist
1740,Software Engineer at JPMorgan Chase & Co.,Software Engineer
1745,"Product Owner, Scrum Master, UX Designer",Scrum Master
1749,Assistant School Director | Equitas Academy,School Director
1750,Staff for cru ... Life Builder at Campus Crusade for Christ,Builder
1752,Retired Master Officer (Police Officer),Police Officer
1753,Loan Officer NMLS #2025598 iTHINK Mortgage | Mann Mortgage NMLS #2550 | Equal Housing Lender,Lender
1754,animator at 3d DVD Turtle,Animator
1755,Military Training Instructor at USAF,Pet Training Instructor
1762,"Doula- Educator, Diversity, Equity and Inclusion",Doula
1763,"Dynamic multi unit leader, coffee master, chef and human.",Master Chef
1766,Assistant Professor at Baylor College of Medicine,C++ Professor
1767,Government Property Compliance Coordinator,Government Property Inspectors and Investigators - Compliance Coordinator
1768,Sr. Escrow Officer,Commercial Escrow Officer
1772,Crane operator/ foreman,Foreman
1774,Content Creator and Graphic Design Freelancer,Content Creator
1777,Regional Sales Manager at American Woodmark Corporation,Regional Manager
1778,Clinical Pharmacist,Clinical Pharmacist
1779,Consulting Technical Manager at Oracle Financial Services,Technical Services Manager
1780,Commercial Regional PSA Bank Brazil | Bank | Manager | Marketing | Insurence,Regional Manager
1786,Assistant Volleyball Coach at Spring Arbor University,Coach
1787,Graduate Student at University of Washington,Graduate Student
1791,Director of International Enrollment Strategy and Admissions at University of Colorado Denver,Director
1793,OPEN FOR BUSINESS! | Market Builder | Servant Leader | Visioneer,Servant
1796,"Vice President at Blue Ocean ATS, LLC",President
1797,"President at Jeff D. Hackmeier & Associates, Inc.",President
1798,Chief Technology Officer at American TelePhysicians,Chief Technology Officer
1801,Past President Michgan Turfgrass Foundation at Harrell's LLC,President
1802,Graphic Designer + Illustrator + Writer,Graphic Designer
1803,MPH Candidate at Columbia University Mailman School of Public Health,Mailman
1807,Vice President at West Coast Flooring,President
1808,"Self motivated, caring, and proficient Massage Therapist, striving to minimize client pain and maximize client knowledge",Massage Therapist
1811,Bookkeeper,Accounting Bookkeeper
1813,Freelance Office and Wardrobe Assistant.,Wardrobe Assistant
1814,RN Case Manager at Windham Group,Group Manager
1817,Chief Strategist at Pacific Rim Business Council,Chief
1818,General Dentist,Dentist
1820,"Quality Improvement Facilitator, Telligen",Facilitator
1821,Program Advisor at San Jacinto College,Advisor
1823,President at APL,President
1826,Leader,Executive Cyber Leader
1828,CHAPLAIN / INSPECTOR / LICENSE MASTER PLUMBER / MARTIAL ARTS INSTRUCTOR / Teamster Stewart Fort Lauderdale,License Inspector
1829,"Business Sales & Acquisitions, Business Brokerage, M&A Advisor",Advisor
1830,software engineer at xerox,Software Engineer
1834,Civil engineer,Civil Engineers - Airport Engineer
1835,Financial Services Interim Supervisor at Nordstrom,Financial Supervisor
1836,Lead Pastor at Mountain View Christian Center,Pastor
1840,owner,Agency Owner
1843,Lead Esthetician at Alchemy Salon GTX,Esthetician
1847,Receptionist/Secretary at E & J Home Improvements,Receptionist
1852,"Senior Paralegal at Affinity Law Group, LLC",Paralegal
1853,School Social Worker at Carbon County School District One,School Social Worker
1855,"Professor, Department of Pathology and Laboratory Medicine",C++ Professor
1856,Third Grade Teacher at Prospect Hill Academy Charter School,Grade School Teacher
1857,"Travel Concierge: Ocean/River/Expedition Cruises, Escorted Land Tours, Resorts, Affinity Groups, Travel Insurance. *Luxury Travel Network member",Member Concierge
1860,Talent Management and Organizational Development Specialist at Constellation an Exelon Company,Development Specialist
1861,Quality Assurance Specialist,Quality Assurance Specialist
1865,B.S. Computer Science | Intern @ Sequel Data Systems | Aspiring UI/UX Designer,Computer Systems Designer
1867,Customer Service Representative At Inktel,Customer Service Representative
1869,Deputy Secretary,Deputy
1876,Director of Merchandising,Director
1877,Interior Designer at Nature Violet LL,Interior Designer
1879,Professor at CU Boulder,C++ Professor
1882,Realtor Sales Associate - Launch Real Estate at Launch Real Estate,Realtor Associate
1883,United States Marine,Marine
1885,Managing Attorney Law Office of Vanecia Belser Kimbrow,Attorney
1886,Hair Stylist at Lauren Cicero Hair Company,Hair Stylist
1889,Director at American Express,Director
1890,U.S. Coast Guard Officer | Marine Environmental Response,Marine
1891,"Managing Director, Texas HALO Fund, Early Stage Venture Fund",Director
1895,Accounting Administrator at Rock-It Cargo USA LLC,Administrator
1896,Customer Service Specialist and Web Developer,Customer Specialist
1899,Technical Service,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products - Field Service Representative"
1900,Photographer at peter buccheri photography,Photographer
1903,PM&R Resident Physician at UCI Health,Resident Physician
1905,Chief of Staff at National Urban Fellows,Chief
1906,Contact Center Representative at Westbury Bank,Contact Representative
1908,Movement Disorders Nurse Practitioner at VA Medical Center,Nurse Practitioner (NP)
1911,Grant Project Manager,Project Manager (PM)
1913,Amateur Photographer with Good Eye,Photographer
1916,"Postdoctoral Research Fellow, Harvard Medical School & Mass General Brigham, Harvard University, USA",Postdoctoral Fellow
1917,Software Programmer at The Woodlands General Contractor,General Contractor
1919,Executive Director at Haven Health Scottsdale,Executive Director
1920,Cloud Release Program Manager,Release Manager
1921,Product Manager at Oldcastle Building Envelope,Product Manager
1922,"Senior Vice President at Duit Holdings, Inc.",President
1923,"Executive Director, Global Compliance | BSA Officer",Executive Director
1925,"Assistant Director of Analytics and Career Placement at Department of Graduate Public Health, Tuskegee University, Certified Career Service Provider (CCSP)",Placement Director
1927,Product Development Project Coordinator at HCT by kdc/one | Fashion Institute of Technology Graduate,Fashion Coordinator
1928,Life Insurance Specialist at Premier Financial Alliance,Financial Specialist
1930,Clinical Systems Administrator,Administrator
1931,President/Owner at Panache Design Consultants,President
1932,"Tour Guide, Video Editor, Musician",Musician
1935,ER Registered Nurse at Sutter Roseville Medical Center,Medical RN (Medical Registered Nurse)
1936,"Staff Accountant at Caputa & Associates, Ltd.",Accountant
1937,"Licensed Psychologist, NYS",Licensed Psychologist
1938,Senior Software Engineer at Ford Motor Company,Software Engineer
1940,General Manager at Lithia Motors (Baierl Subaru),General Manager (GM)
1943,"Director (Member, Board of Directors) at Directions Credit Union",Director
1945,Quality Assurance Analyst at Bridgecrest,QA Analyst (Quality Assurance Analyst)
1946,P.T./ Administrator Salem Sports and Rehab,Administrator
1949,Front Desk Receptionist at Marcus Neiman Rashbaum & Pineiro LLP,Receptionist
1953,(SLM) Senior Logistics Manager,Logistics Manager
1959,"Senior Director, Regulatory Strategy, Operations, & Compliance at Instacart",Regulatory Director
1961,Health Services Policy Analyst at Ohio Department of Health,Health Policy Analyst
1962,Sourcing Specialist - Government Services at Apex Systems,Systems Specialist
1963,"Membership Coordinator, APMP","Business Operations Specialists, All Other - Membership Coordinator"
1964,"Consultant for horticulture, ecosystem services, green infrastructure, landscape design, and more...",Green Consultant
1965,Health Education Specialist at University of Kentucky,Health Specialist
1967,"Manager, CONNECT Project Management at CooperSurgical",Project Management Manager
1968,"President/CEO at The Home Abstract & Title Company, Inc.",President
1971,Operations Manager at CVS Health,Health Manager
1972,Luxury Real Estate Specialist at Compass,Real Estate Specialist
1973,Photo Editor | Photojournalist,Photojournalist
1974,CNC Machinist/Programmer at GH Tool & Mold,Tool Machinist
1976,City Carrier at USPS,City Carrier
1977,Senior Research & Development Engineer at Adaptive Aerospace Group,Aerospace Engineer
1978,Head Baseball Coach at Marymount California University,Baseball Coach
1980,General Manager at The Protein Bar,Bar Manager
1982,E.I. at T. Baker Smith,Baker
1983,Account Executive - Team Leader at Trane,Account Executive
1984,"Senior Assistant City Attorney at City of West Palm Beach, FL",Attorney
1986,Digital Campaign Manager at Audacy | Digital Product Management | Customer Experience Enhancement | Audio & Multimedia,Digital Product Manager
1988,Sanitation Technologist/Supervisor at Mondelez' International LLC,Technologist
1990,"Senior Vice President, Commercial",President
1991,Director of Annual Giving Programs and Services,Annual Giving Director
1994,Interior Designer at id3A,Interior Designer
1995,Receptionist at Redwood,Receptionist
1996,Customer Service,Public Relations Managers - Customer Service Manager
1999,Paralegal at Connecticut Judicial Branch,Paralegal
2002,Senior Safety Management Specialist,Safety Specialist
2003,🚶‍♂️Project manager of Tabiat sabze 1&2 Co.🏃‍♂️Cold chain and project manager at mihan Co. 🕺logistic manager at Rasha Co. 🙋‍♂️factory manager at hexan.co,Factory Manager
2008,Recruiting Manager,Recruiting Manager
2011,Director at Chemonics International,Director
2012,"Chief, BPR at WMATA",Chief
2014,National Sales Manager Hirsch Sales,National Sales Manager
2017,Software Developer Engineer at Oracle,Software Developer
2018,Instructional Assistant at Westside Elementary,Instructional Assistant
2020,"Vice president of Operations RadNet Management,Inc",President
2023,Whip-smart Multimedia Content Creator pursuing opportunities in Cybersecurity (Currently in Vanderbilt University's Cybersecurity Bootcamp). Ask me about my homelab!,Content Creator
2024,Student Studying Biomedical Engineering at the University of Maine,Biomedical Engineering Aide
2026,Distribution Manager at Runnings,Distribution Manager
2027,Chemical Engineer | Chemist,Chemical Engineer
2028,Mens Stylist/ Creative Director,Director
2030,Substitute Teacher,Long Term Substitute Kindergarten Teacher
2031,Nursing Instructor,Adjunct Clinical Nursing Instructor
2032,I am driven to make meaningful connections | Server Administration | Stakeholder Engagement | Team Building | IT & Finance Liaison | Troubleshooting | Software Implementation | SQL Administration,Server
2035,Executive Assistant to the CPTO at PAR Technology,Executive Assistant
2041,Human Resources Clerk for the City of South San Francisco,City Clerk
2046,Experienced Lead Recruiter | Connecting Top Talent with Opportunities for Success,Recruiter
2048,Vice President and General Manager of Public Safety at Fechheimer / Flying Cross,President
2049,Intellectual Property Attorney - Of Counsel At Dickinson Wright,Attorney
2050,Electronics Engineer at NAWCAD,Electronics Engineer
2051,Client Director at Rightpoint,Director
2052,Inbound Marketing | Customer Support Specialist,Marketing Support Specialist
2054,"Small business owner/manager.Strong management, sales and marketing background. Musician, Bartender",Sales Manager
2055,President / CEO at Mt. Pocono Transporation Inc.,President
2056,Medical Records Director at Crowley County Nursing Center,Medical Director
2057,Speech-Language Pathologist,Bilingual Speech-Language Pathologist (Bilingual SLP)
2058,Catering Manager,Catering Manager
2059,Certified SalesForce Administrator | Former Business Owner | Aspiring Developer,Business Developer
2070,"Current Resident Physician, Forever a Teacher",Resident Physician
2073,Hardware and software Design Engineer - Designing products that are useful to help people.,Software Design Engineer
2074,EHS Engineer,Environmental Health and Safety Engineer (EHS Engineer)
2075,Sports Analyst | Reporter | Basketball Commentator | Model | HR Specialist | Nutritionist | Mental Health Specialist,Health Specialist
2078,Finance Manager and Controller at NovoRoll LLC and VidCrunch LLC,Finance Manager
2081,Investment Executive & Financial Advisor at Lifetime Wealth Management Group,Financial Investment Advisor
2082,Accountant at Pioneer Electric Cooperative,Accountant
2083,Human Resource Director,Director
