position_idx,position,match_title
1222,Audio Technician at San Diego Padres,Audio Technician
1228,Firefighter at Mammoth Lakes Fire Dept,Firefighter
1229,Accountant turned Coach,Accountant
1230,School Counselor at Dallas Independent School District,School Counselor
1231,Senior Postdoctoral Research Fellow at University of Michigan Medical School,Postdoctoral Fellow
1232,Advertising Prosecutor at The Florida Bar,Prosecutor
1235,Investor/Real estate/long term rentals/house flipper/wholesaler at Common Sense investing LLC. Affinity home medical,Investor
1238,"Founder & President at THEODOR FEIBEL, PHOTOGRAPHER",President
1242,Associate at Hintze Law,Law Associate
1243,Sr. Security Architect at Ceridian,Security Architect
1246,Public Relations Manager at Covington & Burling,Public Relations Manager (PR Manager)
1247,AMG Operations Manager at PNC,Gas Operations Manager
1248,Political Science,Political Science Research Assistant
1249,Project Engineer at Intergrated Industrial Systems,Industrial Engineer
1252,Case Manager/Skills Trainer at Kairos Northwest,Skills Trainer
1253,Senior Meme Curator,Curator
1254,Program Manager,General and Operations Managers - Program Manager
1256,Certified Nursing Assistant,Surgical Assistants - Certified Nursing Assistant (CNA)
1258,"Software Engineer at Ultramain Systems, Inc.",Software Engineer
1260,"Sales, Business Development and Customer Success leader with a passion for helping customers advance cloud and digital transformations while growing revenue and market share.",Sales Leader
1264,Foreman at CENTRAL STATES FUMIGATION & SERVICES,Foreman
1265,Lead Cost Estimator at Capewell,Cost Estimator
1266,On Site Show-Floor Manager & Sponsorship Executive at Green Festival Expo,On-Site Manager
1267,Epic Principal Trainer and Instructional Designer,Instructional Designer
1268,Corporate Financial Analysis,Corporate Financial Analyst
1275,Website Director at Bloqs,Director
1276,Director-Pre-analytical Operations at LabCorp,Director
1277,Information Systems Analyst at Maine General,Information Systems Analyst (ISA)
1278,Manufacturing Engineer,Manufacturing Engineers - Automation Engineer
1279,Director of Logistics - Americas at Dr. Martens | Operations Optimization / Distribution / Logistics,Logistics Director
1280,student,"Education Administrators, Kindergarten through Secondary - Student Dean"
1281,Sales manager AO1 Roofing,Sales Manager
1283,Security Supervisor at Mystic Lake Casino Hotel and Little Six Casino,Supervisor
1285,"Attorney at Chapman & Rosenthal Title, Inc.",Attorney
1287,"Entrepreneur, Salon Recruiter and Barber Stylist",Recruiter
1288,Real Estate Specialist at Metro Realty Group,Real Estate Specialist
1291,Copywriter | Content Marketer | SEO Specialist,Marketer
1292,Special Education preschool teacher,Education Teacher
1293,Software Engineer | Computer Science @ SNHU,Computer Software Engineer
1294,"Child Welfare Specialist, MSW, LSW",Child Welfare Specialist
1297,Representative at Michael Joseph - State Farm Insurance Agent,Farm Agent
1298,Mechanical Design Engineer,Mechanical Engineers - Design Engineer
1302,Quality Assurance Specialist and Consultant | BS in Science,Quality Assurance Specialist
1303,"President of Cornell EA, Founder of 21st Talks, and AI Safety Researcher.",President
1304,Senior Project Manager at GetWellNetwork,Project Manager (PM)
1305,Senior Software Engineer at Blink Health,Software Engineer
1306,Transportation Driver,Light Truck Drivers - Transportation Driver
1307,Project Administrator,Administrator
1308,Telecommunications Specialist at Joint Task Force Civil Support,Telecommunications Specialist
1310,Graphic Designer/Motion Graphics,Graphics Designer
1314,Math and Biology Teacher; Computer Science Graduate Student,Math Teacher
1319,Combo welder,Welder
1322,Realtor,Real Estate Brokers - Realtor
1324,Police Officer,Police Commanding Officer
1325,Shift Manager at Double Daves Pizza,Double
1327,"Professional Training & Development Consultant, Freelance",Training Consultant
1328,PhD Candidate/Graduate Research and Teaching Assistant at Drexel University,Graduate Teaching Assistant (GTA)
1332,Compensation Analyst | Total Rewards | HR,Compensation Analyst
1334,"COURT CLERK at City of Greenville, TX",Clerk of Court
1338,Staff Nurse at Surgical Care Affiliates,Surgical Nurse
1339,"Broker/Manager at Reardon Partners, LLC | Top Ranked Real Estate Agent in Colorado Springs",Real Estate Manager
1340,"Director of Operations at Cameron Pharmaceuticals, LLC",Director
1342,Account Executive Supply Works,Account Executive
1343,Senior Manager of Financial Operations at Sunstone Credit,Credit Manager
1344,"Manager of Visual Merchandising & Store Design, at Fresh",Merchandising Manager
1345,"Director, Oncology Search and Evaluation, Corporate & Business Development at Novartis",Director
1346,Medical Intelligence Manager,Medical Manager
1347,Workshop Facilitator * Practicing Herbalist * Certified Reiki Practitioner * Event Coordinator * Peer Tutoring * Resume Consultant,Facilitator
1348,Area Extension Educator,Extension Educator
1350,Project Manager at Isaksen Solar,Solar Project Manager
1354,Accounting Clerk,"Bookkeeping, Accounting, and Auditing Clerks - Account Clerk"
1355,"Co-Founder/Vice President, Alterwood Health",President
1356,Intelligent Systems Engineer,Intelligent Systems Engineer
1357,Accounting Manager of Financial Reporting at Related Companies,Financial Manager
1358,Licensed insurance agent,Insurance Agent
1360,licensed massotherapist at A Touch For Health,Massotherapist
1362,Radiologic/MRI Technologist at Somers Orthopaedics Sports & Medicine,Technologist
1363,Agriculture Specialist at Customs and Border Protection,Customs Specialist
1368,Sonographer,Cardiovascular Technologists and Technicians - Sonographer
1369,Boatswain's Mate at U.S. Coast Guard,Boatswain's Mate
1372,Associate Professor - Community College of Baltimore College,C++ Professor
1373,Schmidt Science Postdoctoral Fellow at Princeton University | Applied Math PhD (MIT),Postdoctoral Fellow
1376,Senior UI Developer at Comcast,C Developer
1378,Executive Assistant at Honeywell,Executive Assistant
1379,Dental,Dental Laboratory Manager (Dental Lab Manager)
1380,Senior Mortgage Processor at Ditech Financial LLC,Financial Processor
1381,"Production Artist, Graphic Artist at Bronson Laboratories",Production Artist
1382,Senior Statistical Scientist at Genentech,Statistical Scientist
1386,"Deputy Director, Civil/Structural Department at UniversalPegasus International",Director
1387,IP,Item Processing Clerk (IP Clerk)
1391,Software Engineer at Pixar Animation Studios,Software Engineer
1393,Senior Business Analyst | Project Manager | People Manager | Advocate for Azure DevOps Project Management,Project Management Manager
1394,Associate Attorney at Coffey Modica O'Meara LLP,Attorney
1396,Vendor Manager at CISCO,Vendor Manager
1397,Vice President at Paradisus Dei,President
1400,A creative and dynamic interior designer with five-plus years of project management experience for commercial and residential clients.,Project Designer
1401,Special Projects Supervisor at Energy Northwest,Supervisor
1402,Successful Financial Services Professional,Financial Professional
1407,"Carpenter, Finisher and Rodbuster",Rodbuster
1408,UI/UX Designer,Software Quality Assurance Analysts and Testers - User Interface and User Experience Designer (UI/UX Designer)
1410,Elementary School Teacher at Nashua School District,Elementary School Teacher
1411,Senior Technical Recruiter at Sapphire Software Solutions Inc,Recruiter
1412,Physician,Physician Scientist
1415,"Retired Career and Job Development Coordinator at R. G, Drage Career Technical Center",Career Coordinator
1419,Associate Software Developer | JHU APL,Software Developer
1420,President at Writers and Editors,President
1423,Dental hygienist,Dental Hygienist
1428,"Current restaurant manager of 4 years, looking to excel in a Human Resource position.",Restaurant Manager
1429,Senior Product Manager @ Marvin | MBA,Product Manager
1436,"Guardian Ad Litem Program- Director of Legal Services at Legal Aid Society of the Orange County Bar Association, Inc.",Director
1440,Family Nurse Practitioner at Revere Health,Family Health Nurse Practitioner
1441,Principal Quality Assurance Engineer at AAI Corporation,Quality Assurance Engineer
1442,Contract Specialist,Contract Sourcing Specialist
1444,Writer,Customs Brokerage Entry Writer
1445,Clinical Laboratory Technologist at Elliot Hospital,Technologist
1447,Missile Defense Agency EUCOM Exercise Branch Chief at Missile Defense Agency,Branch Chief
1448,Chief Executive Merchant at Floor & Decor,Merchant
1449,Construction Project Manager/ Hobby CNC Machinist,Construction Manager
1450,Sr Oracle Database Administrator at Key Database Services,Administrator
1454,Patent Holder/Mechanical Engineer/Vacuum System Design Engineer,Mechanical Design Engineer
1456,Director of Flight Software at Capella Space,Director
1458,Auditor,Auditor Supervisor
1459,Sales Representative at Lawson Products,Food Products Sales Representative
1460,Case Manager at Nationwide Financial,Financial Manager
1464,Public Safety Officer at Edward Hospital,Public Safety Officer
1467,Consultant,Treasury Consultant
1468,"Retired Starving Artist/ Former CSA (Chief Solutions Architect) & CTO at Softstar Research, Inc.",Chief
1472,"CEO, Poindexter Consulting Group, LLC , Appointed Executive Council Member AARP-CA, Appointed Diversity Task Force Member CA Dept. of Insurance, board member of CAMEO & Past President NAWBO-CA",President
1474,Human Resources Director at Tenet Healthcare,Director
1476,Special Education Teacher at Kershaw County School District,Education Teacher
1477,Senior Product Manager of UX,Product Manager
1478,Senior Operations Research Systems Analyst at The Joint Staff,Operations Research Analyst
1485,Licensed Massage Therapist at Athens Medical Massage,Licensed Therapist
1488,Director of IT at Southeast X-Ray,Director
1492,Director Sales and Account management at Concentrix,Account Director
1493,Service Advisor,Cost Estimators - Service Advisor
1494,Associate Director of Global Programs at UNC Kenan-Flagler Business School,School Director
1496,Creative Copywriter at Kroger,Copywriter
1497,Servant/leader for the Kingdom of God,Servant
1498,"Real Estate Agent Buyers and Sellers "" SI SE PUEDE con Cristina ITIN o SS# at Home Smart ICARE Realty - English/Spanish",Home Agent
1499,Telemetry Nurse,Telemetry Registered Nurse (Telemetry RN)
1500,Machine Operator at Caterpillar Inc.,CAT Operator (Caterpillar Operator)
1502,Administrative Assistant at University of Maryland Medical Center,Medical Administrative Assistant
1504,Insurance Broker,Insurance Broker
1509,"Federal Sales Manager at GLOCK, Inc",Sales Manager
1510,Senior Lead ATG Developer,C Developer
1511,Sr. Technical Training Developer at Panduit,Training Developer
1515,Regional Environment Safety & Health Manager at Samet Corporation,Regional Manager
1519,Enterprise Sales Executive & High Performance Leader | Worked across ~50 countries,Sales Leader
1520,"Regional Retirement Plan Specialist, ADP Broker Dealer, Inc., Member FINRA, an affiliation of ADP, LLC",Retirement Plan Specialist
1522,Scentsy Independent Consultant at Tasmanika Rich Scentsy Independent Consultant,Independent Crop Consultant
1523,Transportation Manager at Lion Capital,Transportation Manager
1527,Upper Elementary/Middle School Teacher,Elementary School Teacher
1528,Visual Artist,"Fine Artists, Including Painters, Sculptors, and Illustrators - Visual Artist"
1529,2nd Mate-DPO with Ballast Control credentials,Mate
1530,Construction Project Manager at Philips,Construction Manager
1531,Civil Engineer Hydrologist/Hydromet Coordinator,Civil Engineer
1532,"Assistant Director, South Dakota WIC Program, SD Dept. of Health",Health Director
1533,"Senior Vice President, Clinical/Fiscal Integration at USI Insurance Services",President
1534,Professional Actor at SAG-AFTRA,Actor
1535,Producer | Photographer | Instructor,Photographer
1538,ODOT Region 2 South Area Manager retired,Area Manager
1540,Flood Claims Examiner,Claims Examiner
1543,Systems. Certification Engineer at GE Aerospace,Aerospace Engineer
1544,"SVP, General Manager RelaDyne Reliability Services at RelaDyne LLC",Services Manager
1547,"Director, Internal Audit at Vanguard",Director
1548,Prepress Specialist,Prepress Specialist
1549,"Author, Journalist and Marketing & Communications Leader",Journalist
1551,"Real Estate Broker Associate at Capital Gateway Realty, Inc.",Broker Associate
1554,"Account Director and DEIBA Team Co-Chair at 10 Red Design, a Chase Design LLC Company",Account Director
1555,Region 4 RDSPD Coordinator | President of TAPED,President
1556,"Associate Strategy Manager, Staffing and Scheduling",Staffing Manager
1557,General Officer; US Army,Army Officer
1558,Photographer at Focus photography llc.,Photographer
1559,software engineer at Xippee,Software Engineer
1560,Bioinformatics Analyst at Guardant Health,Bioinformatics Data Analyst
1561,Resident Physician at Baylor Scott & White Institute for Rehabilitation,Resident Physician
1563,Executive Vice President,Executive Vice President (EVP)
1567,Behavioral Health Technician at Saint Luke&amp;#39;s Health System,Behavioral Health Technician (BHT)
1569,Mortgage Underwriter,Mortgage Loan Underwriter
1571,Intellectual Property Senior Paralegal at Norton Rose Fulbright,Intellectual Property Paralegal
1572,Senior Field Service Technician,Solar Field Service Technician
1574,"Vice President, Assistant General Counsel, Global Labor, Employment and Security at Perrigo",President
1575,Chaplain Alabama Army National Guard,Chaplain
1576,Infection Preventionist at Aurora Health Care,Infection Preventionist
1579,Health and Science,"Environmental Science and Protection Technicians, Including Health - Air Analyst"
1580,Assistant Professor at the University of New Hampshire,University Professor
1582,Teacher at Lake Forest High School,High School Teacher
1583,Director of Broadcast at Second Baptist Church,Director
1584,"Director at Hale Services, Inc.",Director
1586,Clinical ED Pharmacist at Milton S Hershey Medical Ctr,Clinical Pharmacist
1587,Senior Software Engineer at IBM,Software Engineer
1589,Area Director of Sales & Marketing,Sales Marketing Director
1590,Student in Elementary Education,"Elementary School Teachers, Except Special Education - Student Teacher"
1594,Inventory and Control Supervisor,Supervisor
1599,Business Solutions Architect/Contract Manager,Architect Manager
1600,Mathematics Teacher at Fairfield City Schools,Mathematics Teacher
1601,"Professor of Practice at University of Arizona, College of Architecture, Planning and Landscape Architectur",Architecture Professor
1603,Digital Marketing & Sales Strategist | Fashion & E-commerce | Maximizing product reach and brand impact for mission-driven businesses,Digital Marketing Strategist
1605,Sustainability and Energy Analyst | Building Energy Modeler,Sustainability Analyst
1607,Design Technician at TSD Engineering,Engineering Test Technician
1609,"Account Executive, Client Development at San Jose Sharks",Account Executive
1610,Past President at Safe States Alliance,President
1611,"Principal Attorney at Kymberlee Curry Smith, P.A.",Attorney
1615,Senior Help Desk Analyst at Zuckerman Spaeder LLP & Background/Extra Actor,Help Desk Analyst
1616,Accounts Payable Verifier at PrideStaff/Dr. Pepper,Verifier
1619,Inventory Acquisition Specialist II at DriveTime,Acquisition Specialist
1620,Warehouse Associate at Jetro Cash & Carry/Restaurant Depot,Warehouse Associate
1623,Camera Operator at Austin Spurs,Camera Operator
1625,Assistant Director - Networking Infrastructure at University Of Houston-Downtown,Director
1627,Route Sales Representative,Route Sales Representative (Route Sales Rep)
1629,Sales/Project Manager,Sales Manager
1631,"Compliance Manager, The Chesterman Company",Compliance Manager
1634,"A Finance professional in M&A, Due Diligence, and business integrations; formerly at Pepsi",Business Professional
1638,Software Developer at C & S Flooring Group,C Developer
1639,"Murrow, Emmy Award Winning Videographer, Editor, Producer in Promotions at Fox 10 Phoenix",Promotions Producer
1640,Pierce College at Puyallup - Office of Student Life - Vice President of Student Organizations,President
1641,"Director of Franchise Consulting at FRSCPA, PLLC",Director
1643,Project Manager at Salt Lake County,Project Manager (PM)
1656,fitness manager at Equinox. Millennium partners Sports Club Management LLC,Fitness Club Manager
1657,Parent Coordinator / Director of Communication at the Institute for Collaborative Education,Director
1659,Accountant at Holmes Murphy,Accountant
1661,1LT - Military Intelligence Officer,Intelligence
1662,Ranch Real Estate Agent at TT Ranch Group,Real Estate Agent
1663,ESOL and Elementary Education,"Special Education Teachers, Elementary School - Learning and Behavioral Disabilities Teacher"
1664,Geospatial Data Analyst/Data Scientist/Geomatic Engineer,Geospatial Engineer
1667,Union Carpenter and Tinkerer,Union Carpenter
1669,"Senior Programmer Analyst at Automated Financial Systems, Inc. (AFS)",Analyst Programmer
1670,Quality Specialist,Water Resource Specialists - Water Quality Specialist
1671,"Attorney / Owner at Katelin B. Williams, Attorney at Law",Attorney
1672,Human Resources Manager / MPS Industrial - Organizational Psychology,Industrial Manager
1674,Financial Representative at Certified Financial Services LLC,Financial Representative
1675,Captain at Franklin Co Fire District 3,Fire Captain
1677,"Research Scientist, Software Engineer at Facebook",Software Engineer
1678,Managing Director at AmeriPath Northeast GI Diagnostics,Director
1680,Fine Artist at Mimi's Art,Fine Artist
1681,PC Technician,PC Support Technician (Personal Computer Support Technician)
1682,Senior Social Media Manager / Content Producer / 2x Marathoner,Media Manager
1685,"Writer, Mathematician, and Economics Ph.D. Student",Mathematician
1686,Teller at Citizens,Teller
1687,Supervisor; Non-Employed Staff Department; Human Resources at MultiCare Health System,Supervisor
1689,Accounting Supervisor at North Penn Water Authority,Supervisor
1690,Data analyst and Technical Writer.,Technical Writer
1691,Business Development Manager at Snelling Staffing Services,Staffing Manager
1694,Project Manager at Leidos,Project Manager (PM)
1695,Foreign Area Officer at US Army,Army Officer
1696,Warranty/Technical Advisor at Tennant Company,Advisor
1701,"Director of Purchasing and Contracts, MBA, BS Mechanical Engineering, MCPPO",Purchasing Director
1703,Detention Supervisor / Carteret County Sheriff's Office,Supervisor
1704,DCS Specialist III Investigations at Arizona Department of Child Safety,Safety Specialist
1706,Consultant/Interim Director Perioperative Services/RN Legal Nurse Consultant,Legal Consultant
1708,Social Studies Teacher,"Elementary School Teachers, Except Special Education - Social Studies Teacher"
1709,Cultural Intelligence/Design Research,Intelligence
1710,"Managing Director, Legal / Compliance at CoreVest Finance",Finance Director
1711,Client Services Coordinator at Union Bank & Trust,Client Services Coordinator
1714,Director of Stress - Cabin & Structures,Director
1715,Recruiter and Personal Trainer,Recruiter
1718,Clinical Director at Vision Care Center of Idaho,Clinical Director
1719,"Stage Manager, Administrative Management",Administrative Manager
1720,Assistant Principal at Oregon Jr/Sr High School,High School Assistant Principal
1721,Senior Clinical Research Associate at Corbus Pharmaceuticals,Clinical Research Associate
1723,Employee Benefits Consultant-WA Group,Benefits Consultant
1727,Tax Senior Associate at Baker Tilly US,Baker
1731,"Information Services Assistant, Tech Emphasis, at West Carrollton Library",Library Information Assistant
1737,Biochemical Engineer,Analytical Biochemical Engineer
1738,Software Engineer at 98point6 Inc.,Software Engineer
1740,Laboratory Technician at Azenta Life Sciences,Lab Technician (Laboratory Technician)
1742,LMFT,Licensed Marriage and Family Therapist (LMFT)
1744,Administrative Specialist,Medical Records Specialists - Medical Administrative Specialist
1745,Nurse,Nurse Administrator
1747,Research & Development,Director of Research and Development
1749,Software Developer at Epic,Software Developer
1752,Physician Assistant Student at Eastern Virginia Medical School,Physician's Assistant
1754,Director at Caesar Chess,Director
1758,Mechanical Engineer,Mechanical Engineers - Air Conditioning Engineer
1759,Sergeant at Jefferson County Sheriff's Office,County Sheriff
1767,Senior Staff Software Engineer at Waymo,Software Engineer
1768,Principal Geologist at NORCOSGO. LLC,Geologist
1769,Sales Account Manager at Spring Valley,Sales Account Manager
1771,"Vice President, BNY MELLON",President
1773,Southeast Regional Sales Manager at The Brewer Company,Regional Manager
1774,Professor at State University of New York at Oswego,University Professor
1776,"A goal-driven production assistant familiar with set operations and valued as a behind-the-scenes leader, that is resourceful, creative and works well with managing under pressure.",Production Assistant
1777,Retired professor at Stony Brook University,University Professor
1778,General Manager at Allstate Construction Roofing,Construction Manager
1780,"Consultant at B.Y.O.B., Ltd. (Bar Your Organizational Barriers, Tap Into Performance)",Performance Consultant
1785,Vice President of Strategy & Operations,President
1787,Loan Consultant Associate at Better | Formerly @WeWork,Loan Consultant
1788,Surgery Scheduler at Associated Anesthesiologists,Surgery Scheduler
1789,Sales Representative,Sales Representative Supervisor
1792,Life,Student Life Dean
1793,"Sr. Director @ BlueVoyant | Cybersecurity, CEH, ECSA, GCIH",Director
1794,Farmer,Crop or Livestock Tenant Farmer
1795,Business Development Manager,Marketing Managers - Business Development Manager
1797,Business Manager,General and Operations Managers - Business Manager
1798,Hair Stylist/MakeUp Artist,Hair Stylist
1800,Designer/Seamstress/Tailor at Dresses Made for Dolls,Tailor
1801,"Mortgage Advisor at Preferred Lending Solutions, LLC. NMLS: 1485280",Advisor
1803,"Real Estate Broker, Bpo , Sales, Leasing",Real Estate Broker
1806,Owner of Little Bird Events Norwood | Creative Event Planner | Modern Industrial Event Space,Event Planner
1809,Senior Manufacturing Engineer Thermo King,Manufacturing Engineer
1810,Registered Pharmacy Technician,RPhT (Registered Pharmacy Technician)
1813,Actuarial Manager at Automobile Club of Southern California,Actuarial Manager
1814,Assistant Director of Donor Relations at Loyola University Chicago,Director
1818,Staff System Reliability Engineer at VMware,Staff Engineer
1819,Information Systems Analyst at Illinois Department of Innovation and Technology,Information Systems Analyst (ISA)
1821,Human Resources Generalist,HR Generalist (Human Resources Generalist)
1824,Clinical Manager of Client Services at MedVet Akron,Services Manager
1825,Account Manager - Providing innovative healthcare solutions for large-group accounts,Healthcare Manager
1826,Licensed Real Estate Broker at CloseYourEscrow.com,Licensed Real Estate Broker
1827,Federal Programs Director at Grant Parish School Board,School Director
1828,Owner at Raccoon River Excursions,River
1829,Registered Respiratory Therapist at Peacehealth,Registered Respiratory Therapist (RRT)
1832,Marketing Account Executive,Account Executive
1834,Chief Operations Officer at Maxwell Strategies,Chief
1835,"Project Manager at Comfort Engineers, Inc.",Project Manager (PM)
1836,Professor at University of Miami,University Professor
1837,Technical Engineer Advisor | Sales | Energia Renovables | Economia Circular| Generacion Electrica | Fotovoltaica | Solar Termica| Eolica | Combustibles |Marketing digital | Analisis de datos | Teleinformatica,Technical Engineer
1839,Campus Recruiting Manager at PwC,Recruiting Manager
1841,Director of Marketing,Director
1844,Purchasing Specialist,"Buyers and Purchasing Agents, Farm Products - Procurement Specialist"
1845,UI Developer,UI Developer (User Interface Developer)
1846,JavaScript Developer,Software Developers - JavaScript Developer
1847,President at Jackson Hole Mountain Resort,President
1850,Sr. Executive Administrator | Trusted C-Suite Administrative Strategic Partner | Active Collaborator,Administrator
1851,Social Media Manager│Graphic Designer│Production Assistant,Media Designer
1853,Finance Manager at Ricoh USA,Finance Manager
1855,Technical Design Engineer,Technical Engineer
1856,Community Education and Volunteer Coordinator at GoFarm,Community Health Education Coordinator
1857,Law,Law Enforcement Director
1860,Independent Financial Services Professional,Financial Professional
1861,Patient Advocate at Aspire Home Healthcare,Healthcare Advocate
1862,Senior Digital Content Specialist at South Shore Health,Health Specialist
1864,Sr. AWS DevOps Engineer at Global Payments,DevOps Engineer
1865,Lean Six Sigma Certified Master Black Belt,Lean Six Sigma Black Belt
1866,"Analyst, Data Management & Quantitative Analysis at BNY Mellon",Quantitative Analyst
1867,"Chiropractor, Speaker, and Entrepreneur",Chiropractor
1870,Vice President at SAPS Wholesale Inc.,President
1871,Wholesale Professional,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products - Sales Professional"
1875,Certified Personal Trainer at Birmingham Country Club,Certified Personal Trainer
1877,Habilitative Support Specialist at DEVELOPMENT WORKSHOP INC,Development Specialist
1883,Broker Associate at Yankee Pedlar Realtors,Broker Associate
1885,Past-President at N.C. Narcotics Enforcement Officers Association,President
1886,Business Analyst,Management Analysts - Business Analyst
1887,"Commercial Insurance Producer at Loggers Insurance Agency II, LLC",Insurance Producer
1888,Pharmacist,Health Informatics Specialists - Informatics Pharmacist
1890,Singer/FX makeup artist,Makeup Artist
1894,Integration Specialist at SAVI Controls,Data Integration Specialist
1900,"Enterprise Vice President, Supply Chain Operations",President
1901,Office Manager at Kern Psychological Services,Services Manager
1902,Sr. Engineer Manager at Seagate Technology,Technology Manager
1904,"DOD construction inspector, planning and estimating, ret",Construction Inspector
1905,Production Coordinator,Industrial Production Managers - Manufacturing Coordinator
1907,"Dancer, Yoga and Dance Instructor, Choreographer",Dancer
1914,Systems Engineering Analyst,Engineering Systems Analyst
1915,Area Manager at ABM Industries,Area Manager
1917,Food Laboratory Scientist at NYS Department of Agriculture & Markets,Agriculture Scientist
1918,Graduate Student at The University of Hawai’i at Manoa,Graduate Student
1921,Direct Care Worker at Maxim Healthcare Services,Care Worker
1922,Admissions/Concessions Crew Chief at the Outdoor Neenah Pool,Chief
1923,Administrative Assistant,"Business Operations Specialists, All Other - Administrative Assistant"
1929,Financial Services Professional,Financial Professional
1930,Senior Pricing and Marketplace Manager at Hayneedle.com,Pricing Manager
1932,Vice President at English Insurance Group,President
1933,IT System Administrator,Administrator
1935,Center Supervisor at ZLB Plasma Services,Supervisor
1937,Biomedical Engineering Tech II at McLaren Regional Medical Center,Biomedical Engineering Aide
1942,Associate Analyst - Multi Asset Portfolio Management,Portfolio Analyst
1944,Director at ING Capital LLC,Director
1946,Learning Behavior Specialist at Ombudsman Educational Services,Ombudsman
1947,Television Host and Senior Reporter at News 12 Networks and Cheddar News,News Reporter
1950,"Motivational Speaker, Author, Non-Profit Founder, Notary and Loan Signing Agent",Motivational Speaker
1953,Senior Software Engineer at SalesLoft,Software Engineer
1954,Senior Software Engineer,Software Engineer
1958,Creative Designer,Craft Artists - Creative Designer
1960,"Independant Landman, AAPL Member",Landman
1962,IT Specialist (Network Services) at National Institute of Standards and Technology,Network Services Specialist
1963,Accounts Receivable Specialist,Accounts Receivable Specialist (AR Specialist)
1964,Wild Foods and Medicines Program Director at Garden Raised Bounty (GRuB),Director
1965,Account Executive at Edelman Smithfield,Account Executive
1966,Operational Director,Director
1967,Practice Administrator at SAN ANTONIO FAMILY PHYSICIANS,Administrator
1973,l Senior Logistics Manager I Secret Security Clearance I Transitioning Active-Army Master Sergeant,Logistics Manager
1975,Litigation Paralegal at Smolen Law,Litigation Paralegal
1978,Research Professor at University of Michigan,University Professor
1979,Surgical Technologist Student,Technologist
1981,Vice President for Mission & Identity at Loyola University New Orleans,President
1982,"Member of Technical Staff at VMware, Inc",Technical Staff Member
1983,H60 Instructor Pilot and Instrument Examiner,Examiner
1984,Inventory Control Specialist / Warehouse Supervisor,Supervisor
1986,Video Producer,Independent Video Producer
1987,Investor at Bessemer Venture Partners,Investor
1989,Senior Software/Automation Engineer at Q5id,Software Engineer
1990,Assistant Professor of English at USAO,English Professor
1991,Chief Executive Officer at Bloom,Executive Officer
1992,Northern Illinois University | Graduate Student of Neuroscience & Behavior | Research Assistant | Tutor,Graduate Student
1993,Property Manager | TikTok Partner,Property Manager
1995,Vice President of Communications at National Beer Wholesalers Association,President
1996,Student-Athlete at Babson College,Athlete
1997,Pipefitter Apprentice at UA Local 192,Pipefitter
1999,"Senior Vice President, Consumer & Small Business AML & ARP, Business Intelligence, Bank of America",Bank President
2001,"Book and Paper Conservator at the Hoover Institution Library and Archives, Stanford University.",Conservator
2002,"Christian Artist, Actor and Country Music Artist",Actor
2003,Case Manager at D&S Community Services,Case Services Manager
2004,Supply Chain Director,Global Supply Chain Director
2005,Project Manager at US Army Corps of Engineers,Project Manager (PM)
2006,Digital Marketing & Communications Strategist │ Content Programs │ Branding │ Websites,Digital Marketing Strategist
2007,New Business Development and Sales,Business Development and New Technology Manager
2013,Facilitator/Coordinator of Prison Fellowship Ministry (PFM) VIP-Training Program,Training Facilitator
2014,Software Developer for Quaker Window Products,Software Developer
2017,Fundraiser + Storyteller + Connector,Fundraiser
2021,Project Manager E.I.T. at ISAT Seismic Bracing,Project Manager (PM)
2022,Cost Control Administrator at Turano Baking Company,Administrator
2038,Legal Project Manager / Musician,Musician
2039,"Research Scientist, Ontario Forest Research Institute, Ministry of Natural Resources and Forestry",Natural Resources Scientist
2040,"Sr. Recruiting and Talent Acquisition Partner at SixAxis, LLC",Talent Acquisition Partner (TAP)
2041,Full-Time Realtor-Associate for Caron B Realty International since 2014.,Realtor Associate
2043,Postdoctoral Researcher at Zhejiang University,Postdoctoral Researcher
2045,Senior Software Engineer at The Walt Disney Company,Software Engineer
2046,Senior Property Manager at Ashley Capital,Property Manager
2049,Project Manager at Otto Construction,Construction Manager
2051,Sr. Director of Human Resources,Director
2054,B.S. Applied Exercise Sport Science | Certified Perinatal Wellness Coach | Birth and Postpartum Doula,Coach
2055,Real Estate & Stock Market Investor (Self-employed),Investor
2057,Chief Product Officer at Playgig,Chief
2060,Senior Operations Leader | General Manager | Director of Operations | Regional Manager |,Regional Director
2062,Servant Leader | Welch Scholar,Servant
2064,"Director of Research and Impact, Aspen Network of Development Entrepreneurs",Network Director
2067,Product Design | Simulation | Senior Product Portfolio Manager at Dassault Systèmes SIMULIA,Product Manager
2068,Account Executive,Account Executive
2069,Student Athlete at Carnegie Mellon University,Athlete
2070,Director of Student Learning,Learning Director
2071,Senior Account Executive Manager at STMicroelectronics,Account Executive
2075,Architect,Architect Manager
2076,YMCA Lifeguard,Lifeguard
2077,"Police Officer at Town of Parker, Colorado",Police Officer
2079,"Manager, Customer Operations - Afterhours at MoLo Solutions",Customer Manager
2080,Sales Professional | Food & Beverage | Planner & Organizer,Professional Organizer
2081,Estate Manager and Executive Assistant,Executive Assistant
2082,Registered Nurse at Duly Health and Care,Registered Health Nurse
2083,Director Of Operations at Greenwood Community Church,Community Director
2084,Medical Device Rep,Medical Device Sales Representative (Medical Device Sales Rep)
