position_idx,position,match_title
1211,Welder at Ipec,Welder
1212,Environmental Scientist at Entech Engineering Inc,Engineering Scientist
1213,Chief Executive Officer at Sequencing Health,Executive Officer
1215,Vice President/General Manager at Visual Inspection Systems,President
1216,Technology Specialist,Information Technology Security Specialist (IT Security Specialist)
1219,Kitchen & Bath Designer for KIBA studios Mentor and Artist/Owner of The Dirty Palette LLC - Step by Step Art Classes in the Greater Cleveland Area,Bath Designer
1220,Behavior Technician at WVU Medicine,Behavior Technician
1222,Project Manager|PMPlLeadership,Project Manager (PM)
1223,"Educator, Mentor and Coach",Coach
1224,Registered Nurse (CNII) Cardiac Cath Lab at Alameda Health System,Registered Health Nurse
1225,Custom Manufacturing Manager at Bolen's Control House,House Manager
1228,Account Executive @ Monarch Tractor | Accelerating Farm Sustainability & Farmer Profitability,Account Executive
1229,Outreach Coordinator at Avalon Recovery,Outreach Coordinator
1231,Financial Associate North Star Advisor Group @ Thrivent,Advisor
1232,"Author, Global speaker on Leadership, General Manager",General Manager (GM)
1234,President at National UV Supply Co. Inc.,President
1235,SAG-E Voice Over Actor,Actor
1237,Financial Services Professional,Financial Professional
1239,"Certified Family Nurse Practitioner with expertise administering acute and chronic medical diagnosis, providing health management programs, and supporting outpatients",Certified Nurse Practitioner
1240,Auburn Middle School Athletic Director. Social Studies Teacher at Edward Little High School. Head Golf Coach Central Maine Community College.,School Director
1243,Project Controls Manager,Project Manager (PM)
1247,Field Supervisor at LDI Energy Services,Supervisor
1248,Business Admin and Service Professional,Business Professional
1249,Sr. Property Manager - Link Logistics - Business Parks,Logistics Manager
1250,Immunologist,"Physicians, All Other - Immunologist"
1253,Health Science Instructor,Health Science Instructor
1254,Client Service Leader | Resourceful Problem Solver | Effective Team Builder | Tech Enabler | Marketing/Print Production,Team Leader
1255,Casualty Claims Supervisor Gallagher Bassett,Supervisor
1257,Relationship Manager at Team Select Home Care,Relationship Manager
1260,"Corporate Well-being Consultant | Personal Well-being Coach | Program Development, Employee Engagement, Health Education, Internal Communications",Health Coach
1261,Senior Technical Engineer at 3M,Technical Engineer
1262,"Robotics Engineer at Applied Research Laboratories, The University of Texas at Austin",Robotics Engineer
1264,Clinical Mental Health Therapist at CPG,Mental Health and Substance Abuse Social Workers - Clinical Therapist
1265,1st Grade Teacher at Pittsfield Elementary School,Elementary School Teacher
1266,Software Engineer II at Extend,Software Engineer
1268,Sr. Principal System Engineer and Technical Fellow at Medtronic,Technical Engineer
1269,"Director, Infrastructure Engineering at Alaska Airlines",Engineering Director
1272,Restaurant manager at Thai Restaurant,Restaurant Manager
1273,Emergency Medicine Physician at the Sanford USD Medical Center,Emergency Physician
1274,Senior Clinical Account Executive at Navitus Health Solutions,Account Executive
1275,Regional Operations Manager,Regional Manager
1277,"Assistant Professor of Chemistry at University of California, San Diego",Chemistry Assistant Professor
1278,Counselor - Tutoring and Test Preparation at Marks Education,Education Counselor
1280,Quality Control Supervisor,Quality Control Systems Managers - Quality Assurance Supervisor (QA Supervisor)
1281,Senior Project Management Consultant at Daugherty Business Solutions,Business Management Consultant
1282,Retail Associate at Safeway,Retail Associate
1283,Former professional athlete,Athlete
1284,"IAPDA Certified Debt Specialist, Licensed Health Insurance Agent & Auto Claims Adjuster, Customer Service, Call Center",Claims Adjuster
1289,Chief Criminal Deputy at Skagit County,Chief Deputy
1290,Occupational Therapist / Rehab Liaison,Occupational Therapist (OT)
1292,Greeting Card Association Membership Services Director,Director
1293,Family Services Coordinator at Casa de Paz Cincy,Family Services Coordinator
1295,Visiting Assistant Professor at Tulane University,University Professor
1300,"President / CEO at MITI Manufacturing, Inc.",President
1301,Customer Service Representative at Retroflex Inc,Customer Service Representative
1302,Chief People Officer,People Officer
1303,Registered Dietitian/Nutritionist,Dietitian
1304,Executive Chef,Certified Executive Chef (CEC)
1305,Software Engineer at Google (Looker),Software Engineer
1308,Financial Advisor,Personal Financial Advisors - Financial Advisor
1309,Problem Solving Court Coordinator at Colorado Judicial Department,Court Coordinator
1310,"Continuing Ed. at Studio Incamminati, Adult painting classes & Youth Program Instructor, The Arts Of Great Falls",Studio Instructor
1313,Lead Product Marketing Manager | Walmart Connect,Marketing Product Manager
1316,Staff Systems Developer at Qorvo,Systems Developer
1317,Instrumentation Control Technician at General Electric Manufacturing Company (GEMAC),Electric Technician
1319,Custom Salesforce Engineering Manager at Accenture Federal Services,Services Manager
1320,General Counsel at Guard,Counsel
1325,"Vice President, Business Development at McKenna Brytan Industries LLC",President
1329,Literacy Specialist | Elementary Teacher | Literacy Advocate,Elementary Teacher
1333,Student at Grossmont College seeking entry-level receptionist role,Receptionist
1335,MRI Technologist,Technologist
1337,Government Contracts Attorney,Attorney
1342,Massachusetts College of Pharmacy and Health Sciences Physician Assistant Student,Health Assistant
1343,"Administrative Manager - J&M Realty Services, Corp.",Administrative Manager
1344,Financial Aid Counselor at Grace University,University Counselor
1353,Supervisor Customer Services at USPS,Supervisor
1359,Sales Agent at Re/Max Executive Realty*Metrowest Realtor*Greater Boston Real Estate*Buyer & Seller Representation,Real Estate Agent
1360,Senior Research Administrator at University of Wisconsin-Madison,Administrator
1362,"GSA Account Executive & Business Development at Spatial Integrated Systems, Inc",Business Executive
1363,Research And Development Specialist at RAND Corporation,Development Specialist
1365,SAG-AFTRA Actor/Instructor/Acting Coach,Actor
1366,Senior Mortgage Processor at Ditech Financial LLC,Financial Processor
1367,"Production Artist, Graphic Artist at Bronson Laboratories",Production Artist
1371,Digital Marketing Manager | Brand Development | SEM Strategy,Digital Marketing Manager
1375,Commercial Risk Consultant at Fortress Insurance Group,Insurance Consultant
1376,Nurse Navigator at Baptist Medical Center,Nurse Navigator
1377,"President at Miley & Brown, P.C.",President
1378,Accomplished Leader | Lead Product Manager | Seasoned Therapist | Relationship Expert,Product Manager
1380,Clinical Associate Professor at University of Memphis Loewenberg College of Nursing,Clinical Nursing Professor
1381,Lead Customer Support Analyst,Customer Support Analyst
1382,Training and Documentation Manager at Mercury Broadband,Training Manager
1385,* Proven Program/Project Manager * Recognized Product Manager * Exceptional Engagement Manager * Driven Change Manager,Product Manager
1386,"Vice President, Business Development at DX Print & Mail",President
1387,Financial Consultant,Financial and Investment Analysts - Securities Consultant
1388,Tax Technology Consultant at Deloitte,Tax Consultant
1389,Nanny / Babysitter at,Babysitter
1390,Entrepreneur. President of the Rashad Vaughn Foundation. Leave A Legacy. Athletic coordinator at Hospitality House Youth Development center,President
1391,Police Officer at UCD-PD,Police Officer
1393,Dental Assistant at Smile More Dental,Dental Assistant (DA)
1394,Bar Manager at The Whisky Bar,Bar Manager
1395,Custodian at Salem-Keizer Public Schools,Custodian
1397,President / Owner at Blind Alley 1 LLC.,President
1398,Regional Account Manager at OSM Worldwide,Regional Manager
1403,"Deputy Director at Vermont Legal Aid, Inc.",Director
1404,Content Creator/Influencer,Content Creator
1409,People Operations Manager at Musicians On Call,Gas Operations Manager
1412,Firefighter/Paramedic,Firefighter
1414,Estimator,Auto Body Repair Estimator
1415,"Planning Analyst - Pottery Barn at Williams-Sonoma, Inc.",Planning Analyst
1417,President's Scholar at University of Miami,President
1419,Bilingual Physical Therapist Assistant,Physical Therapist Assistant (PTA)
1420,Technical Artist and Art Developer at Champion Teamwear,Technical Artist
1422,Real Estate Agent- Transaction Coordinator- Operations Manager,Real Estate Manager
1424,Esthetician at Kala Spa Hawaii,Esthetician
1428,Search Consultant | Travel Logistics- Specializing in placing Talented Professionals in find of their next career,Search Consultant
1429,"Quality Assurance Specialist at Volkswagen Group of America, Chattanooga Operations",Quality Assurance Specialist
1430,Manager of Engineering--Senior Chief Engineer at Iron Senergy,Chief
1433,Freelance Food and Beverage Business Consultant,Food Consultant
1435,Chief of Police at Kalama Police Department,Chief
1441,File Clerk at Community hospital,File Clerk
1443,Environmental Technician,Environmental Compliance Inspectors - Environmental Compliance Technician
1445,Director at Cushman & Wakefield,Director
1447,"Emergency Medical Technician/ EMT, 911 ; Epic (Hospital EMR system) Credentialed Clin-Doc & Stork Teacher",Emergency Medical Technician (EMT)
1449,Assistant Vice President Engagement at Jacksonville Transportation Authority,President
1450,Case Manager National health care,Health Care Manager
1452,Human Resource Generalist,HR Generalist (Human Resources Generalist)
1453,Pipefitter en Willian R Nash,Pipefitter
1455,Customer Service Representative at Social Security Administration,Customer Service Representative
1457,Design Engineer,Computer Network Architects - Design Engineer
1458,Director of Player Development Ohio State Men's Basketball,Director
1461,"Senior Managing Director at Bluerock Real Estate, LLC",Director
1462,Associate Engineer at Central Hudson Gas & Electric Corporation,Gas Engineer
1464,Account Manager | Graphic Designer | 3D Artist,Graphic Designer
1466,Clinical Nutrition Manager at Barnes-Jewish Hospital,Hospital Manager
1471,President at Utah Cancer Specialists MD FACP,President
1472,Video Editor - Motion Graphics - Audio Production,Production Editor
1476,Managing Director at Rock Climb Fairfield,Director
1477,Airline Pilot,Airline Pilot
1478,Psychiatric Nurse at Coney Island Hospital,Psychiatric Nurse
1479,Blockchain aficionado | Project Manager @ RuufPay,Project Manager (PM)
1481,Transmission Engineer,Power Transmission Engineer
1483,Experienced Master Plumber & Construction Manager,Construction Manager
1484,Project Manager | Physical Security Specialist | Systems Administrator | Networking Associate,Administrator
1487,Occupational Therapist at INTEGRIS Health; Southwest Medical Center; Jim Thorpe Inpatient Rehabilitation,Inpatient Occupational Therapist (Inpatient OT)
1491,Customer relations,Public Relations Managers - Customer Service Manager
1492,Warehouse Supervisor Searching for a new challenge,Supervisor
1493,Corporate Executive Chef,Corporate Executive
1495,Contracts Analyst at City of Greensboro,Contracts Analyst
1496,"Managing Director: Quality Assurance, Compliance, & Materials Management",Quality Director
1501,"ARC Clean Technology, Climate Impact Investor",Investor
1502,Graduate Student at University of Maryland Global Campus,Graduate Student
1504,"VP, Security Intelligence and Center of Excellence",Intelligence
1505,"Chemist III at Gardner-Gibson, Inc., ICP Group",Chemist
1506,Professional Research Assistant/Lab Manager at CU Anschutz,Research Assistant (RA)
1508,Licensed Clinical Social Worker and Behavioral Health Specialist,Behavioral Health Specialist
1509,Minister at New Dimension Of Faith Ministries,Minister
1510,Real Estate Agent / Notary Public / Escrow Processing,Real Estate Agent
1511,Medical and Community Health Interpreter Consultant,Community Health Consultant
1514,Healthcare Specialist / Business Development,Development Specialist
1517,Design-Research Associate at the Landscape Futures Lab | Research Fellow at Keck Hospital,Research Fellow
1518,Technical Artist / Rigging / CFX,Technical Artist
1519,"A team player, willing to lead or follow, eager to learn and self-motivated.",Player
1521,Product Manager at Google | Aspen Tech Policy Hub Scholar,Product Manager
1522,Regional Director at Unlocking the Spectrum,Regional Director
1524,"Technical Support Analyst at IdenTrust, Inc.",Technical Support Analyst
1525,Business Development Specialist at HALO Diagnostics,Development Specialist
1528,"Associate Pastor, Worship Pastor, Carpenter, Manager",Pastor
1529,"Mechanical Engineer, Business Leader, Problem Solver",Mechanical Engineer
1530,"President at Collins Collision Products, Inc.",President
1531,Director of Concierge Experience at Stream Logistics,Logistics Director
1532,Certified Flagger,Certified Flagger
1533,Senior Director of Development at Auburn University Harbert College of Business,Director
1536,"Adventurous and creative UCLA Biology Alumna, seeking Medical Assistant or PA / PT Aide positions",Aide
1537,Project Manager/MEP at Hard Rock Casino project in Tampa Florida,Project Manager (PM)
1539,Communication Director at True companies,Director
1540,Sign Language Interpreter,American Sign Language Interpreter (ASL Interpreter)
1541,Senior Vice President at Voxtur Valuations,President
1542,"Sr Manager, Quality Operations at T-Mobile",Gas Operations Manager
1546,Microbiologist,Clinical Microbiologist
1547,Independent Financial Advisor,Advisor
1550,Lead Group Fitness Instructor- Reiki Healer- Yoga Instructor,Group Fitness Instructor
1552,Leadership and Communication Advisor,Advisor
1553,Kindergarten Teacher at Madison Elementary,Elementary Teacher
1554,Accreditation Program Manager at Tennessee Valley Authority,Accreditation Manager
1555,National Director of Corporate Real Estate,Director
1560,Contract Coordinator at UofL Health,Contract Coordinator
1562,Administrative Assistant at Specialty Equipment Sales Co. (SESCO),Tax Administrative Assistant
1564,Board Certified Music Therapist,Board Certified Music Therapist (MT-BC)
1566,Sr. Business Development Manager @ XTGlobal Inc.,Web Development Manager
1567,certified medical assistant,Certified Medical Assistant (CMA)
1568,Associate Director Statewide Initiatives & Outreach at Colorado State University Pueblo,Director
1571,Senior Financial Analyst - Enterprise Cost Management,Financial Management Analyst
1573,"Retired Director for Resource Management, Red River Army Depot",Director
1575,"Bureau Chief, Bureau of Violence Prevention",Bureau Chief
1576,Sr. Application Architect - Payment Merchant Services Architecture,Merchant
1577,Chief Executive Officer at Lighthouse Guild International,Executive Officer
1579,H R Director ALCOA,Director
1580,Writer/Editor/Proofreader/Graphic Designer,Graphic Designer
1584,UX/UI Designer,Software Quality Assurance Analysts and Testers - User Interface and User Experience Designer (UI/UX Designer)
1588,Nurse Practitioner-Retired,Nurse Practitioner (NP)
1589,District Finance Manager at Penske Truck Leasing,Finance Manager
1591,MD Candidate at TTUHSC El Paso & Orthopaedic Surgery Research Fellow at Mayo Clinic,Research Fellow
1592,Financial Services Representative,"Securities, Commodities, and Financial Services Sales Agents - Field Marketing Representative"
1593,Vice President Communications and Community Affairs at Raleigh-Durham International Airport,President
1594,"Multi Instrumentalist, Arrranger/Composer, Award-Winning Jingle Producer",Instrumentalist
1597,Sr Customer Quality Manager at Advanced Energy,Customer Manager
1600,Assistant Chief at United States Air Force,Chief
1601,Account Executive at Westland Printers,Account Executive
1604,Travel Counselor,Auto Travel Counselor
1605,"Technical writer and editor, translating for your target audience.",Technical Editor
1606,Patient Advocate at Alaska Women's Health,Health Advocate
1608,Researcher,Postdoctoral Researcher
1609,Retired Executive Assistant at Kellogg Company,Executive Assistant
1610,"Retired - Director, Buildings and Grounds Maintenance at Eastern Kentucky University",Director
1611,Assistant Manager/Management Trainee at Buckle,Management Trainee
1612,Enzymologist/Biochemist,Biochemist
1615,Hydrologic Technician at USGS,Hydrologic Technician
1618,Admissions Record Specialist | Student at City Colleges of Chicago - Cert. in Cybersecurity,Cybersecurity Specialist
1620,Board Members and Chief Executive Officer,Executive Officer
1621,Sales n Services,"Securities, Commodities, and Financial Services Sales Agents - Account Administrator"
1622,Event Production Coordinator/ Executive Producer of the Philadelphia Juneteenth Parade/ Performing Arts/ Athletic Director/ Dance Teacher at Mastery Charter Schools,Executive Director
1623,"Agency Owner, Cruise Specialist",Agency Owner
1627,"President and Co-Owner, Rodrian Insurance - All Kinds of Insurance for Small Business Owners and Their Families",President
1628,"Transportation Program Monitor 1- Tennessee Department of Transportation Aeronautics Division, FAA Contract Weather Observer",Weather Observer
1630,Director of Horticultural Services at Phillips Garden,Director
1632,Assistant to the Lead Pastor at Cornerstone Presbyterian Church,Church Pastor
1634,5th/6th grade teacher at Highwood Hills Elementary School,Elementary School Teacher
1635,Human Resources,HR Administration Director (Human Resources Administration Director)
1637,Retired Career Education Administrator,Administrator
1638,Project Leader - NPWT R&D,Project Leader
1639,Accounting & Finance Consultant at RoseRyan,Accounting Consultant
1640,Director for ICT Services and Digital Trade at Office of the U.S. Trade Representative,Director
1641,Protection & Control Engineer at IRONHOUSE,Protection Engineer
1643,Business Process Analyst,Management Analysts - Business Process Analyst
1644,"Office Manager Welch Financial Planning, LLC",Financial Manager
1645,Marketing & Business Development Assistant at Gunster,Business Development Assistant
1646,E-Procurement Manager at Southern Interiors and Designs,Procurement Manager
1647,Installation Services Manager,Services Manager
1648,Ultrasonographer II at Texas Health Resources,Ultrasonographer
1649,"Director, EOS (Human Resources and Administration) at Dept. of Health & Human Services - CMS Innovation Center",Health Director
1650,Store Manager,Department Store General Manager
1652,"Author, Columnist, Consumer Advocate at The Equalizer Consumer Advocacy Consortium and Our Words Too Enterprises",Columnist
1653,Electrical Engineer,Electrical Engineers - Automation Engineer
1655,Data Entry Clerk at Sulzer,Data Entry Clerk
1656,Assistant Preschool Teacher,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education - Teacher Assistant"
1661,"Student-Athlete at University of Nevada, Las Vegas",Athlete
1662,Teacher at Stevenson High School,High School Teacher
1668,IT Consultant focusing on Digital Marketing: Content Marketing/Technical SEO,Technical Marketing Consultant
1669,Sales Manager - Big Ticket Sales at Pool and Spa Depot,Sales Manager
1672,Executive Director at Ohio Christian Education Network,Executive Director
1677,Journalism M.A. Student Newmark Graduate School of Journalism at CUNY,Graduate Student
1679,Senior Mechanical Design Engineer,Mechanical Design Engineer
1680,Sheet Metal General Foreman at U.S. Engineering Company,Foreman
1681,Personal Injury Attorney,Attorney
1682,"Senior Advisor, Application Development at CVS Health",Advisor
1683,Deputy General Counsel - Metropolitan Airports Commission | MSP International Airport,Counsel
1685,Software Developer - Ruby - Rails - Node.js - React - Javascript - SQL,Software Developer
1686,Teacher at Birmingham City Schools Board of Education,Education Teacher
1698,"President, Hawaii / National Vice President of Quality & Innovation at Sun Noodle",President
1699,OTR Truck Driver at Hy-Line International,Line Driver
1701,"Tax Advisor at Advocate Consulting Legal Group, PLLC",Tax Advisor
1705,Director of Operations Barnwell School District 45| Administrator Town of Williston | Former Mayor Town of Blackville | Coach | Notary |,Administrator
1706,Supply Chain Process Analyst,Supply Chain Analyst
1708,Assistant Professor,"Business Teachers, Postsecondary - Assistant Professor"
1709,Patient Transporter at Detroit Receiving Hospital,Patient Transporter
1710,"President at Dailey Electric, Inc.",President
1711,Manager at Rhode Island Hospital,Hospital Manager
1713,Sales and Membership Advisor at Pure Barre,Advisor
1716,Imaging Solutions Specialist II at Farmers Insurance Federal Credit Union,Imaging Specialist
1718,Supervisor of quality control and assurance in M&A,Supervisor
1719,"CPM, MPS, Operations Manager, Silver Spring Civic Building at Veterans Plaza (Montgomery County, Maryland)",Gas Operations Manager
1720,Information Security Analyst | GRC Analyst | Cybersecurity Analyst | Third Party Security Risk Analyst,Risk Analyst
1722,Senior Vice President at Wells Fargo Insurance Services,President
1723,Project Manager at Elite Contracting Solutions,Contracting Manager
1727,Shop Supervisor at Steel Solutions llc,Supervisor
1728,Test Automation Intern at Raytheon Intelligence & Space,Intelligence
1729,Managing Director at Guy Carpenter - Retired,Director
1730,"Project Controls Manager at E.E. Cruz & Company, Inc.",Project Manager (PM)
1734,Certified Project Manager,Project Manager (PM)
1735,General Manager,General and Operations Managers - Building Manager
1739,Fiscal Analyst at State of Arkansas,Fiscal Analyst
1740,Senior Vice President at Amentum,President
1744,Real Estate Developer & Manager,Real Estate Manager
1745,Naval Architect and Cruise Professional,Naval Architect
1746,"Real Estate Agent at EXP Realty, LLC",Real Estate Agent
1748,Director of Marketing at Stepp Commercial,Director
1749,Accounts Payable Specialist - Staff Specialist,Accounts Payable Specialist
1750,MSCS @ USC | Ex-Software Engineering Intern @ URSROBOT Inc. | Actively seeking 2024 summer SWE/Robotics Software Engineer Intern,Software Engineer
1751,"Attorney at Levy & Levy, S.C. at LEVY & LEVY, S.C.",Attorney
1752,Corporate Portfolio Concierge at Accesso Club,Club Concierge
1753,student,"Education Administrators, Kindergarten through Secondary - Student Dean"
1758,Vice President at Allied Residential,President
1760,Executive Director at UC Berkeley Center for Consumer Law & Economic Justice,Executive Director
1761,Staff Accountant and Payroll Specialist at 1WorldSync,Accountant
1763,Cadet,Cadet
1764,Operating Room Nurse at Keck Medicine of USC,OR Nurse (Operating Room Nurse)
1765,Community Supervision Officer at CSOSA,Community Supervision Officer
1768,Account Executive at Principal Financial Group,Account Executive
1770,"General Manager at CHEKMARC'S OF PALM BAY, INC.",General Manager (GM)
1771,Flight Director at NASA - National Aeronautics and Space Administration,Director
1772,"Copywriter | Creative Thinker, Doer, Frolicker",Copywriter
1774,"Accounting major at C.T. Bauer College of Business, University of Houston | Professional Program in Accountancy | Incoming Advanced Audit Intern at PwC",Business Professional
1776,Regional Sales Manager at The Holland Grill Company,Regional Manager
1778,Senior Software Engineer at Liquidnet,Software Engineer
1779,Coordinator for Student Conduct & Conflict Resolution at University of Colorado Boulder,Resolution Coordinator
1782,Sales Manager at Cellular Sales,Sales Manager
1783,Chief Engineer,Chief
1784,Sales Executive | Supply Chain | Leadership Development | Distribution | P&L Management | Sales Transformation | Change Management | Business Development,Business Executive
1785,"UCF Men’s Soccer NCAA Division I Student Manager, pursuing a Bachelor’s Of Science Degree in Business Management with a minor in Sports Business Management",Division Manager
1786,Beijing Television Station－ commerical channel - Reporter/ Editer,Television Reporter (TV Reporter)
1788,Senior Group Rooms & Citywide Sales Coordinator at Hard Rock Hotel San Diego,Group Rooms Coordinator
1789,President at Marxon Energy Corporation,President
1790,Creative Director of Retail Websites at TicketNetwork,Director
1792,Senior Director of Data Partnerships @ Ibotta,Director
1798,Executive Assistant and Onboarding Specialist at General Dynamics Information Technology,General Information Technology Specialist
1802,Social Media Manager at SAVED News,Media Manager
1803,President at Independent Equestrian Management Consultancy,President
1804,Associate Director at Protiviti,Director
1806,"Principal at Whiting Lane School, West Hartford CT",School Principal
1807,Social Media Manager,Media Manager
1808,Director of Education,"Education Administrators, All Other - Director of Extension Work"
1809,Sales Director at Plano Athletic Club,Sales Director
1811,Social Media Manager at American Eagle Ready Mix Utah LLC,Media Manager
1812,Branch Manager at H&E Equipment,Equipment Manager
1813,Area Manager at Amazon,Area Manager
1817,Automotive General Manager || 35+ Years of Experience,General Manager (GM)
1819,Director of Permian Basin Innovation Zone,Director
1820,Programmer/ Analyst II at College of DuPage,Analyst Programmer
1823,Senior Software Developer at Spectrum Communications,Software Developer
1824,"Associate Director, Oncology Solid Tumor (GU), Global Clinical Operations, US",Clinical Director
1825,"President/CEO at Paice Tax and Accounting, Inc.",President
1827,Project coordinator,Construction Managers - Project Coordinator
1829,"entrepreneur, individual investor at self-emplyed",Investor
1830,Graphic Artist,Web Developers - Computer Graphic Artist
1831,"Director of Learning Outcomes Assessment, Salt Lake Community College",Learning Director
1832,Attorney at Philip J. Fulton Law Office,Attorney
1834,"Executive Director, Global Compliance | BSA Officer",Executive Director
1838,Social Media Specialist,Market Research Analysts and Marketing Specialists - Social Media Specialist
1839,"Accounting Clerk at Universal Window Coverings,Inc",Accounting Clerk
1849,"Director, Sales Operations at Water Pik, Inc. (a division of Church & Dwight)",Sales Director
1850,Doctor Of Chiropractic at Concentra,Chiropractic Doctor (DC)
1854,Sr. Implementation Consultant at ProcessUnity,Implementation Consultant
1856,Foreign Service Office Management Specialist,Job Service Specialist
1857,Nursing Home Administrator at Clove Lakes Health Care & Reha,Administrator
1860,Resporatory Care Provider,Care Provider
1862,Hydraulics Supplier Quality Engineer at Environmental Solution Group_ Dover Corporation,Hydraulics Engineer
1865,Ex- HR and Public Relations Manager at Retired and enjoying Life.,Public Relations Manager (PR Manager)
1866,"District Director/Assoc. Broker, Fathom Realty NE Michigan",Director
1867,Corporate Marketing Director at Bergstrom Automotive,Director
1868,Customer Lifecycle Project Manager,Customer Manager
1871,"Senior Managing Director at Delta Partners | Telecom, Media & Technology Advisory",Media Director
1873,"Senior Director, Client Management",Director
1874,Graphic Designer and Illustrator,Graphic Designer
1876,Business Manager at Publicis Health Media,Health Manager
1877,Technical Design Engineer,Technical Engineer
1879,"Health & Wellness Speaker, Holistic Health Coach, Media Trainer, Emcee",Health Coach
1880,"System Manager, Information and Education Center at Wellmont Health System",Health Manager
1882,Critical Care Registered Nurse,CCU RN (Critical Care Unit Registered Nurse)
1883,Freelance sound engineer and stage hand,Sound Engineer
1887,Independent Design Consultant,Independent Crop Consultant
1888,Infor M3 Application Administrator,Administrator
1892,Field Training Manager at Roto-Rooter,Training Manager
1896,Sr. Technical Recruiter at Advanced Technology Group,Recruiter
1898,"Clinical Research Associate, Connecticut Children's Medical Center",Clinical Research Associate
1900,Pricing Manager - Infants and Girls’ Dresses at Macy's,Pricing Manager
1905,Director of Creative Programs at The Winchendon School,School Director
1906,Operations Manager Elite Transit Brokerage,Gas Operations Manager
1908,"Sales Application Engineer at ValuTrac Software, Inc.",Software Engineer
1914,"Seasoned Clinician, Consultant, Trainer, Presenter Behavioral Health Therapist and Deen/Life Coach",Behavioral Health Clinician
1915,Audit Associate at PwC - Chicago,Audit Associate
1918,"Senior Account Manager at Universal Forest Products, Inc.",Forest Manager
1921,BS Geography Resource & Environmental Studies | MAGeo Student at Texas State University | Legal Secretary II at the Texas Commission on Environmental Quality,Legal Secretary
1922,Principal Firmware Engineer at Johnson Controls,Controls Engineer
1923,Control System Specialist at MiHome Systems,Systems Specialist
1926,Real Estate Entrepreneur - Investor - House Flipper - Seller Financier - Inventor - Speaker - Builder - Business Owner,Financier
1927,PharmD-musician-dancer turned Full-Stack Software Engineer | Javascript | HTML5 | CSS | PostgresSQL | Ruby on Rails | React | Redux | jQuery | Git / GitHub | MongoDB / Mongoose | Node.js | Express.js | Webpack | Axios,Full Stack Software Engineer
1929,CERTIFIED FINANCIAL PLANNER ™,Certified Financial Planner (CFP)
1931,Production Coordinator,Industrial Production Managers - Manufacturing Coordinator
1933,Customer Service Representative,Application Customer Service Representative
1935,Design Engineer at Collins Aerospace,Aerospace Engineer
1938,Manufacturing Engineer at Aerojet Rocketdyne,Manufacturing Engineer
1939,Member Development Representative,Sales Development Representative
1942,Owner and Creative Director of Designs by Sarah LLC,Director
1943,Audio Engineer,Audio Visual Engineer (AV Engineer)
1945,Broker Associate at Madlom Real Estate,Broker Associate
1946,CFO Biotech | Financing | P&L | IPO Readiness | Investor Relations | M&A | Product Launches | Exit Strategy | Board Experience,Investor
1948,Associate Professor at St. Bonaventure University,University Professor
1949,Tax Manager National Interstate Corporation,Tax Manager
1953,Customer Service Representative at Special Needs X-Press,Customer Service Representative
1954,Software Engineer Intern @ Liferay,Software Engineer
1959,Landscape Maintenance Manager at Eastside Landscaping,Landscape Manager
1960,Logistics and supply chain,"Transportation, Storage, and Distribution Managers - Supply Chain Logistics Manager"
1963,President of Commercial Banking at Adams Bank & Trust,Bank President
1964,"Account Director at C-Com Group, Inc.",Account Director
1967,Accounting Coordinator for the Orlando Magic,Accounting Coordinator
1968,Executive Business Director Alliance Youth services & Allinical Clinical Services,Business Executive
1970,Arts Leader & Educator | Venue & Personnel Manager | Empowering Through the Arts,Arts Manager
1972,VP Retirement Specialist at Fidelity Investments,Investments Specialist
1973,Safety and Occupational Health Specialist at Defense Logistics Agency,Health Specialist
1976,"Former Disney Princess, Future Harvard Lawyer",Lawyer
1982,"Global Head of Credit - Invesco Real Estate President - Invesco Commercial Real Estate Finance Trust, Inc.",President
1983,Specialist - Rate Engineering,Water Resource Engineering Specialist
1987,Graduate Student at Cornell University,Graduate Student
1989,Makeup Artist,Funeral Home Makeup Artist
1991,Heavy Machinery Operator,Operating Engineers and Other Construction Equipment Operators - Heavy Machinery Operator
1999,"Athletic trainer, Strength & Conditioning Coach Physical rehabilitologist and kinesiologist.",Athletic Coach
2000,"Technical Director / Owner at Pavement Rejuvenation International, LLC.",Director
2001,"Vice President, Marketing, Product Management, Analytics | Digital Marketing | CRM | Measures What Matters",President
2003,Customer Service Specialist,Customer Specialist
2004,"Check In Judge at Board of Elections-Howard County, MD",County Judge
2005,"Storytelling; Executive Comms/Media & Presentation Specialist/Author of the novel ""Hidden Variables: A Quantum Comedy"" (Amazon/Kindle)",Media Executive
2008,Social Media Marketing Manager at Sam's Club,Media Manager
2009,Senior Site Reliability Engineer at Carnegie Learning,Site Reliability Engineer
2011,RN\Esthetician at Dr Kevitch and Dr Chung Aesthetic Surgery Associates,Esthetician
2012,sales manager at water works supply corp,Sales Manager
2013,Risk Management,Risk Management Director
2019,Maintenance Technician at Polymer Solutions Group,Die Maintenance Technician
2020,Freelance Artist,Freelance Artist
2021,Health & Safety Compliance Specialist,Health Specialist
2023,Customer Support Specialist,Computer Customer Support Specialist
2024,Supervisory Budget Analyst at USDA,Budget Analyst
2027,Graduate Research Assistant at University of Idaho,Research Assistant (RA)
